"analysis_id","run_id","video_name","camera_name","start_time","end_time","total_people","in_count","out_count","male_count","female_count","unknown_gender_count","adult_count","minor_count","unknown_age_count","detection_method","line_position","analysis_time"
5264,1,"A4-20250628-070000-075959.mp4","A4",2025/6/28 7:00:00,2025/6/28 7:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/6/28 9:56:50
5265,1,"A4-20250628-080000-085959.mp4","A4",2025/6/28 8:00:00,2025/6/28 8:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/6/28 9:58:40
5266,1,"A4-20250628-090000-095959.mp4","A4",2025/6/28 9:00:00,2025/6/28 9:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/6/28 10:00:30
5267,1,"A4-20250628-100000-105959.mp4","A4",2025/6/28 10:00:00,2025/6/28 10:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/6/28 10:02:20
5268,1,"A4-20250628-110000-115959.mp4","A4",2025/6/28 11:00:00,2025/6/28 11:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/6/28 10:04:10
5269,1,"A4-20250628-120000-125959.mp4","A4",2025/6/28 12:00:00,2025/6/28 12:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/6/28 10:06:00
5270,1,"A4-20250628-130000-135959.mp4","A4",2025/6/28 13:00:00,2025/6/28 13:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/6/28 10:07:50
5271,1,"A4-20250628-140000-145959.mp4","A4",2025/6/28 14:00:00,2025/6/28 14:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/6/28 10:09:40
5272,1,"A4-20250628-150000-155959.mp4","A4",2025/6/28 15:00:00,2025/6/28 15:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/6/28 10:11:30
5273,1,"A4-20250628-160000-165959.mp4","A4",2025/6/28 16:00:00,2025/6/28 16:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/6/28 10:13:20
5274,1,"A4-20250628-170000-175959.mp4","A4",2025/6/28 17:00:00,2025/6/28 17:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/6/28 10:15:10
5275,1,"A4-20250628-180000-185959.mp4","A4",2025/6/28 18:00:00,2025/6/28 18:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/6/28 10:17:00
5276,1,"A4-20250628-190000-195959.mp4","A4",2025/6/28 19:00:00,2025/6/28 19:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/6/28 10:18:50
5277,1,"A4-20250628-200000-205959.mp4","A4",2025/6/28 20:00:00,2025/6/28 20:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/28 10:20:40
5278,1,"A4-20250628-210000-215959.mp4","A4",2025/6/28 21:00:00,2025/6/28 21:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/6/28 10:22:30
5279,1,"A4-20250628-220000-225959.mp4","A4",2025/6/28 22:00:00,2025/6/28 22:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/6/28 10:24:20
5280,1,"A4-20250628-230000-235959.mp4","A4",2025/6/28 23:00:00,2025/6/28 23:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/6/28 10:26:10
5281,1,"A5-20250628-000000-005959.mp4","A5",2025/6/28 0:00:00,2025/6/28 0:59:59,18,12,6,7,10,1,7,10,1,"horizontal_a",0.50,2025/6/28 9:44:00
5282,1,"A5-20250628-010000-015959.mp4","A5",2025/6/28 1:00:00,2025/6/28 1:59:59,15,8,7,8,6,1,8,6,1,"horizontal_a",0.50,2025/6/28 9:45:50
5283,1,"A5-20250628-020000-025959.mp4","A5",2025/6/28 2:00:00,2025/6/28 2:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/6/28 9:47:40
5284,1,"A5-20250628-030000-035959.mp4","A5",2025/6/28 3:00:00,2025/6/28 3:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/6/28 9:49:30
5285,1,"A5-20250628-040000-045959.mp4","A5",2025/6/28 4:00:00,2025/6/28 4:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/6/28 9:51:20
5286,1,"A5-20250628-050000-055959.mp4","A5",2025/6/28 5:00:00,2025/6/28 5:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/6/28 9:53:10
5287,1,"A5-20250628-060000-065959.mp4","A5",2025/6/28 6:00:00,2025/6/28 6:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/6/28 9:55:00
5288,1,"A5-20250628-070000-075959.mp4","A5",2025/6/28 7:00:00,2025/6/28 7:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/6/28 9:56:50
5289,1,"A5-20250628-080000-085959.mp4","A5",2025/6/28 8:00:00,2025/6/28 8:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/6/28 9:58:40
5290,1,"A5-20250628-090000-095959.mp4","A5",2025/6/28 9:00:00,2025/6/28 9:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/6/28 10:00:30
5291,1,"A5-20250628-100000-105959.mp4","A5",2025/6/28 10:00:00,2025/6/28 10:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/6/28 10:02:20
5292,1,"A5-20250628-110000-115959.mp4","A5",2025/6/28 11:00:00,2025/6/28 11:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/6/28 10:04:10
5293,1,"A5-20250628-120000-125959.mp4","A5",2025/6/28 12:00:00,2025/6/28 12:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/6/28 10:06:00
5294,1,"A5-20250628-130000-135959.mp4","A5",2025/6/28 13:00:00,2025/6/28 13:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/6/28 10:07:50
5295,1,"A5-20250628-140000-145959.mp4","A5",2025/6/28 14:00:00,2025/6/28 14:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/6/28 10:09:40
5296,1,"A5-20250628-150000-155959.mp4","A5",2025/6/28 15:00:00,2025/6/28 15:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/6/28 10:11:30
5297,1,"A5-20250628-160000-165959.mp4","A5",2025/6/28 16:00:00,2025/6/28 16:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/6/28 10:13:20
5298,1,"A5-20250628-170000-175959.mp4","A5",2025/6/28 17:00:00,2025/6/28 17:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/6/28 10:15:10
5299,1,"A5-20250628-180000-185959.mp4","A5",2025/6/28 18:00:00,2025/6/28 18:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/6/28 10:17:00
5300,1,"A5-20250628-190000-195959.mp4","A5",2025/6/28 19:00:00,2025/6/28 19:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/28 10:18:50
5301,1,"A5-20250628-200000-205959.mp4","A5",2025/6/28 20:00:00,2025/6/28 20:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/6/28 10:20:40
5302,1,"A5-20250628-210000-215959.mp4","A5",2025/6/28 21:00:00,2025/6/28 21:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/6/28 10:22:30
5303,1,"A5-20250628-220000-225959.mp4","A5",2025/6/28 22:00:00,2025/6/28 22:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/6/28 10:24:20
5304,1,"A5-20250628-230000-235959.mp4","A5",2025/6/28 23:00:00,2025/6/28 23:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/6/28 10:26:10
5305,1,"A6-20250628-000000-005959.mp4","A6",2025/6/28 0:00:00,2025/6/28 0:59:59,20,13,7,8,11,1,8,11,1,"horizontal_a",0.50,2025/6/28 9:44:00
5306,1,"A6-20250628-010000-015959.mp4","A6",2025/6/28 1:00:00,2025/6/28 1:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/6/28 9:45:50
5307,1,"A6-20250628-020000-025959.mp4","A6",2025/6/28 2:00:00,2025/6/28 2:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/6/28 9:47:40
5308,1,"A6-20250628-030000-035959.mp4","A6",2025/6/28 3:00:00,2025/6/28 3:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/6/28 9:49:30
5309,1,"A6-20250628-040000-045959.mp4","A6",2025/6/28 4:00:00,2025/6/28 4:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/6/28 9:51:20
5310,1,"A6-20250628-050000-055959.mp4","A6",2025/6/28 5:00:00,2025/6/28 5:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/6/28 9:53:10
5311,1,"A6-20250628-060000-065959.mp4","A6",2025/6/28 6:00:00,2025/6/28 6:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/6/28 9:55:00
5312,1,"A6-20250628-070000-075959.mp4","A6",2025/6/28 7:00:00,2025/6/28 7:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/6/28 9:56:50
5313,1,"A6-20250628-080000-085959.mp4","A6",2025/6/28 8:00:00,2025/6/28 8:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/6/28 9:58:40
5314,1,"A6-20250628-090000-095959.mp4","A6",2025/6/28 9:00:00,2025/6/28 9:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/6/28 10:00:30
5315,1,"A6-20250628-100000-105959.mp4","A6",2025/6/28 10:00:00,2025/6/28 10:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/6/28 10:02:20
5316,1,"A6-20250628-110000-115959.mp4","A6",2025/6/28 11:00:00,2025/6/28 11:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/6/28 10:04:10
5317,1,"A6-20250628-120000-125959.mp4","A6",2025/6/28 12:00:00,2025/6/28 12:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/6/28 10:06:00
5318,1,"A6-20250628-130000-135959.mp4","A6",2025/6/28 13:00:00,2025/6/28 13:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/6/28 10:07:50
5319,1,"A6-20250628-140000-145959.mp4","A6",2025/6/28 14:00:00,2025/6/28 14:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/6/28 10:09:40
5320,1,"A6-20250628-150000-155959.mp4","A6",2025/6/28 15:00:00,2025/6/28 15:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/6/28 10:11:30
5321,1,"A6-20250628-160000-165959.mp4","A6",2025/6/28 16:00:00,2025/6/28 16:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/6/28 10:13:20
5322,1,"A6-20250628-170000-175959.mp4","A6",2025/6/28 17:00:00,2025/6/28 17:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/6/28 10:15:10
5323,1,"A6-20250628-180000-185959.mp4","A6",2025/6/28 18:00:00,2025/6/28 18:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/28 10:17:00
5324,1,"A6-20250628-190000-195959.mp4","A6",2025/6/28 19:00:00,2025/6/28 19:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/6/28 10:18:50
5325,1,"A6-20250628-200000-205959.mp4","A6",2025/6/28 20:00:00,2025/6/28 20:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/6/28 10:20:40
5326,1,"A6-20250628-210000-215959.mp4","A6",2025/6/28 21:00:00,2025/6/28 21:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/6/28 10:22:30
5327,1,"A6-20250628-220000-225959.mp4","A6",2025/6/28 22:00:00,2025/6/28 22:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/6/28 10:24:20
5328,1,"A6-20250628-230000-235959.mp4","A6",2025/6/28 23:00:00,2025/6/28 23:59:59,61,31,30,31,29,1,31,29,1,"horizontal_a",0.50,2025/6/28 10:26:10
5329,1,"A7-20250628-000000-005959.mp4","A7",2025/6/28 0:00:00,2025/6/28 0:59:59,22,14,8,9,12,1,9,12,1,"horizontal_a",0.50,2025/6/28 9:44:00
5330,1,"A7-20250628-010000-015959.mp4","A7",2025/6/28 1:00:00,2025/6/28 1:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/6/28 9:45:50
5331,1,"A7-20250628-020000-025959.mp4","A7",2025/6/28 2:00:00,2025/6/28 2:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/6/28 9:47:40
5332,1,"A7-20250628-030000-035959.mp4","A7",2025/6/28 3:00:00,2025/6/28 3:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/6/28 9:49:30
5333,1,"A7-20250628-040000-045959.mp4","A7",2025/6/28 4:00:00,2025/6/28 4:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/6/28 9:51:20
5334,1,"A7-20250628-050000-055959.mp4","A7",2025/6/28 5:00:00,2025/6/28 5:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/6/28 9:53:10
5335,1,"A7-20250628-060000-065959.mp4","A7",2025/6/28 6:00:00,2025/6/28 6:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/6/28 9:55:00
5336,1,"A7-20250628-070000-075959.mp4","A7",2025/6/28 7:00:00,2025/6/28 7:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/6/28 9:56:50
5337,1,"A7-20250628-080000-085959.mp4","A7",2025/6/28 8:00:00,2025/6/28 8:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/6/28 9:58:40
5338,1,"A7-20250628-090000-095959.mp4","A7",2025/6/28 9:00:00,2025/6/28 9:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/6/28 10:00:30
5339,1,"A7-20250628-100000-105959.mp4","A7",2025/6/28 10:00:00,2025/6/28 10:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/6/28 10:02:20
5340,1,"A7-20250628-110000-115959.mp4","A7",2025/6/28 11:00:00,2025/6/28 11:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/6/28 10:04:10
5341,1,"A7-20250628-120000-125959.mp4","A7",2025/6/28 12:00:00,2025/6/28 12:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/6/28 10:06:00
5342,1,"A7-20250628-130000-135959.mp4","A7",2025/6/28 13:00:00,2025/6/28 13:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/6/28 10:07:50
5343,1,"A7-20250628-140000-145959.mp4","A7",2025/6/28 14:00:00,2025/6/28 14:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/6/28 10:09:40
5344,1,"A7-20250628-150000-155959.mp4","A7",2025/6/28 15:00:00,2025/6/28 15:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/6/28 10:11:30
5345,1,"A7-20250628-160000-165959.mp4","A7",2025/6/28 16:00:00,2025/6/28 16:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/6/28 10:13:20
5346,1,"A7-20250628-170000-175959.mp4","A7",2025/6/28 17:00:00,2025/6/28 17:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/28 10:15:10
5347,1,"A7-20250628-180000-185959.mp4","A7",2025/6/28 18:00:00,2025/6/28 18:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/6/28 10:17:00
5348,1,"A7-20250628-190000-195959.mp4","A7",2025/6/28 19:00:00,2025/6/28 19:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/6/28 10:18:50
5349,1,"A7-20250628-200000-205959.mp4","A7",2025/6/28 20:00:00,2025/6/28 20:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/6/28 10:20:40
5350,1,"A7-20250628-210000-215959.mp4","A7",2025/6/28 21:00:00,2025/6/28 21:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/6/28 10:22:30
5351,1,"A7-20250628-220000-225959.mp4","A7",2025/6/28 22:00:00,2025/6/28 22:59:59,61,31,30,31,29,1,31,29,1,"horizontal_a",0.50,2025/6/28 10:24:20
5352,1,"A7-20250628-230000-235959.mp4","A7",2025/6/28 23:00:00,2025/6/28 23:59:59,63,32,31,32,30,1,32,30,1,"horizontal_a",0.50,2025/6/28 10:26:10
5353,1,"A8-20250628-000000-005959.mp4","A8",2025/6/28 0:00:00,2025/6/28 0:59:59,24,15,9,10,13,1,10,13,1,"horizontal_a",0.50,2025/6/28 9:44:00
5354,1,"A8-20250628-010000-015959.mp4","A8",2025/6/28 1:00:00,2025/6/28 1:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/6/28 9:45:50
5355,1,"A8-20250628-020000-025959.mp4","A8",2025/6/28 2:00:00,2025/6/28 2:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/6/28 9:47:40
5356,1,"A8-20250628-030000-035959.mp4","A8",2025/6/28 3:00:00,2025/6/28 3:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/6/28 9:49:30
5357,1,"A8-20250628-040000-045959.mp4","A8",2025/6/28 4:00:00,2025/6/28 4:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/6/28 9:51:20
5358,1,"A8-20250628-050000-055959.mp4","A8",2025/6/28 5:00:00,2025/6/28 5:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/6/28 9:53:10
5359,1,"A8-20250628-060000-065959.mp4","A8",2025/6/28 6:00:00,2025/6/28 6:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/6/28 9:55:00
5360,1,"A8-20250628-070000-075959.mp4","A8",2025/6/28 7:00:00,2025/6/28 7:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/6/28 9:56:50
5361,1,"A8-20250628-080000-085959.mp4","A8",2025/6/28 8:00:00,2025/6/28 8:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/6/28 9:58:40
5362,1,"A8-20250628-090000-095959.mp4","A8",2025/6/28 9:00:00,2025/6/28 9:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/6/28 10:00:30
5363,1,"A8-20250628-100000-105959.mp4","A8",2025/6/28 10:00:00,2025/6/28 10:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/6/28 10:02:20
5364,1,"A8-20250628-110000-115959.mp4","A8",2025/6/28 11:00:00,2025/6/28 11:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/6/28 10:04:10
5365,1,"A8-20250628-120000-125959.mp4","A8",2025/6/28 12:00:00,2025/6/28 12:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/6/28 10:06:00
5366,1,"A8-20250628-130000-135959.mp4","A8",2025/6/28 13:00:00,2025/6/28 13:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/6/28 10:07:50
5367,1,"A8-20250628-140000-145959.mp4","A8",2025/6/28 14:00:00,2025/6/28 14:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/6/28 10:09:40
5368,1,"A8-20250628-150000-155959.mp4","A8",2025/6/28 15:00:00,2025/6/28 15:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/6/28 10:11:30
5369,1,"A8-20250628-160000-165959.mp4","A8",2025/6/28 16:00:00,2025/6/28 16:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/28 10:13:20
5370,1,"A8-20250628-170000-175959.mp4","A8",2025/6/28 17:00:00,2025/6/28 17:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/6/28 10:15:10
5371,1,"A8-20250628-180000-185959.mp4","A8",2025/6/28 18:00:00,2025/6/28 18:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/6/28 10:17:00
5372,1,"A8-20250628-190000-195959.mp4","A8",2025/6/28 19:00:00,2025/6/28 19:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/6/28 10:18:50
5373,1,"A8-20250628-200000-205959.mp4","A8",2025/6/28 20:00:00,2025/6/28 20:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/6/28 10:20:40
5374,1,"A8-20250628-210000-215959.mp4","A8",2025/6/28 21:00:00,2025/6/28 21:59:59,61,31,30,31,29,1,31,29,1,"horizontal_a",0.50,2025/6/28 10:22:30
5375,1,"A8-20250628-220000-225959.mp4","A8",2025/6/28 22:00:00,2025/6/28 22:59:59,63,32,31,32,30,1,32,30,1,"horizontal_a",0.50,2025/6/28 10:24:20
5376,1,"A8-20250628-230000-235959.mp4","A8",2025/6/28 23:00:00,2025/6/28 23:59:59,65,33,32,33,31,1,33,31,1,"horizontal_a",0.50,2025/6/28 10:26:10
5377,1,"A1-20250629-000000-005959.mp4","A1",2025/6/29 0:00:00,2025/6/29 0:59:59,7,4,3,4,2,1,4,2,1,"horizontal_a",0.50,2025/6/29 9:44:00
5378,1,"A1-20250629-010000-015959.mp4","A1",2025/6/29 1:00:00,2025/6/29 1:59:59,9,5,4,5,3,1,5,3,1,"horizontal_a",0.50,2025/6/29 9:45:50
5379,1,"A1-20250629-020000-025959.mp4","A1",2025/6/29 2:00:00,2025/6/29 2:59:59,11,6,5,6,4,1,6,4,1,"horizontal_a",0.50,2025/6/29 9:47:40
5380,1,"A1-20250629-030000-035959.mp4","A1",2025/6/29 3:00:00,2025/6/29 3:59:59,13,7,6,7,5,1,7,5,1,"horizontal_a",0.50,2025/6/29 9:49:30
5381,1,"A1-20250629-040000-045959.mp4","A1",2025/6/29 4:00:00,2025/6/29 4:59:59,15,8,7,8,6,1,8,6,1,"horizontal_a",0.50,2025/6/29 9:51:20
5382,1,"A1-20250629-050000-055959.mp4","A1",2025/6/29 5:00:00,2025/6/29 5:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/6/29 9:53:10
5383,1,"A1-20250629-060000-065959.mp4","A1",2025/6/29 6:00:00,2025/6/29 6:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/6/29 9:55:00
5384,1,"A1-20250629-070000-075959.mp4","A1",2025/6/29 7:00:00,2025/6/29 7:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/6/29 9:56:50
5385,1,"A1-20250629-080000-085959.mp4","A1",2025/6/29 8:00:00,2025/6/29 8:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/6/29 9:58:40
5386,1,"A1-20250629-090000-095959.mp4","A1",2025/6/29 9:00:00,2025/6/29 9:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/6/29 10:00:30
5387,1,"A1-20250629-100000-105959.mp4","A1",2025/6/29 10:00:00,2025/6/29 10:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/6/29 10:02:20
5388,1,"A1-20250629-110000-115959.mp4","A1",2025/6/29 11:00:00,2025/6/29 11:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/6/29 10:04:10
5389,1,"A1-20250629-120000-125959.mp4","A1",2025/6/29 12:00:00,2025/6/29 12:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/6/29 10:06:00
5390,1,"A1-20250629-130000-135959.mp4","A1",2025/6/29 13:00:00,2025/6/29 13:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/6/29 10:07:50
5391,1,"A1-20250629-140000-145959.mp4","A1",2025/6/29 14:00:00,2025/6/29 14:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/6/29 10:09:40
5392,1,"A1-20250629-150000-155959.mp4","A1",2025/6/29 15:00:00,2025/6/29 15:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/6/29 10:11:30
5393,1,"A1-20250629-160000-165959.mp4","A1",2025/6/29 16:00:00,2025/6/29 16:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/6/29 10:13:20
5394,1,"A1-20250629-170000-175959.mp4","A1",2025/6/29 17:00:00,2025/6/29 17:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/6/29 10:15:10
5395,1,"A1-20250629-180000-185959.mp4","A1",2025/6/29 18:00:00,2025/6/29 18:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/6/29 10:17:00
5396,1,"A1-20250629-190000-195959.mp4","A1",2025/6/29 19:00:00,2025/6/29 19:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/6/29 10:18:50
5397,1,"A1-20250629-200000-205959.mp4","A1",2025/6/29 20:00:00,2025/6/29 20:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/6/29 10:20:40
5398,1,"A1-20250629-210000-215959.mp4","A1",2025/6/29 21:00:00,2025/6/29 21:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/6/29 10:22:30
5399,1,"A1-20250629-220000-225959.mp4","A1",2025/6/29 22:00:00,2025/6/29 22:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/29 10:24:20
5400,1,"A1-20250629-230000-235959.mp4","A1",2025/6/29 23:00:00,2025/6/29 23:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/6/29 10:26:10
5401,1,"A2-20250629-000000-005959.mp4","A2",2025/6/29 0:00:00,2025/6/29 0:59:59,7,4,3,4,2,1,4,2,1,"horizontal_a",0.50,2025/6/29 9:44:00
5402,1,"A2-20250629-010000-015959.mp4","A2",2025/6/29 1:00:00,2025/6/29 1:59:59,9,5,4,5,3,1,5,3,1,"horizontal_a",0.50,2025/6/29 9:45:50
5403,1,"A2-20250629-020000-025959.mp4","A2",2025/6/29 2:00:00,2025/6/29 2:59:59,11,6,5,6,4,1,6,4,1,"horizontal_a",0.50,2025/6/29 9:47:40
5404,1,"A2-20250629-030000-035959.mp4","A2",2025/6/29 3:00:00,2025/6/29 3:59:59,13,7,6,7,5,1,7,5,1,"horizontal_a",0.50,2025/6/29 9:49:30
5405,1,"A2-20250629-040000-045959.mp4","A2",2025/6/29 4:00:00,2025/6/29 4:59:59,15,8,7,8,6,1,8,6,1,"horizontal_a",0.50,2025/6/29 9:51:20
5406,1,"A2-20250629-050000-055959.mp4","A2",2025/6/29 5:00:00,2025/6/29 5:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/6/29 9:53:10
5407,1,"A2-20250629-060000-065959.mp4","A2",2025/6/29 6:00:00,2025/6/29 6:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/6/29 9:55:00
5408,1,"A2-20250629-070000-075959.mp4","A2",2025/6/29 7:00:00,2025/6/29 7:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/6/29 9:56:50
5409,1,"A2-20250629-080000-085959.mp4","A2",2025/6/29 8:00:00,2025/6/29 8:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/6/29 9:58:40
